,Symbol,Name,LastSale,Sector
1402,HES,Hess Corporation,58.82,Energy
1403,HESM,Hess Midstream Partners LP,18.92,Energy
1404,HPE,Hewlett Packard Enterprise Company,12.9,Technology
1405,HXL,Hexcel Corporation,77.01,Basic Industries
1406,HEXO,HEXO Corp.,4.19,Consumer Durables
1407,HCR,Hi-Crush Inc.,1.9,Basic Industries
1411,HPR,HighPoint Resources Corporation,1.03,Energy
1412,HIW,"Highwoods Properties, Inc.",43.54,Consumer Services
1413,HIL,"Hill International, Inc.",3.01,Consumer Services
1414,HI,Hillenbrand Inc,30.39,Consumer Durables
1415,HRC,Hill-Rom Holdings Inc,100.06,Health Care
1416,HTH,Hilltop Holdings Inc.,22.21,Finance
1417,HGV,Hilton Grand Vacations Inc.,26.08,Consumer Services
1418,HLT,Hilton Worldwide Holdings Inc.,91.35,Consumer Services
1419,HNI,HNI Corporation,31.65,Consumer Durables
1420,HMLP,Hoegh LNG Partners LP,16.75,Consumer Services
1422,HEP,"Holly Energy Partners, L.P.",27.42,Energy
1423,HFC,HollyFrontier Corporation,48.8,Energy
1424,HD,"Home Depot, Inc. (The)",204.94,Consumer Services
1425,HMC,"Honda Motor Company, Ltd.",24.1,Capital Goods
1426,HON,Honeywell International Inc.,162.01,Capital Goods
1427,HMN,Horace Mann Educators Corporation,41.51,Finance
1428,HZN,Horizon Global Corporation,4.41,Capital Goods
1430,HRL,Hormel Foods Corporation,40.73,Consumer Non-Durables
1431,HOS,Hornbeck Offshore Services,0.9459,Consumer Services
1432,HST,"Host Hotels & Resorts, Inc.",16.6,Consumer Services
1433,HLI,"Houlihan Lokey, Inc.",43.19,Finance
1434,HOV,Hovnanian Enterprises Inc,5.45,Capital Goods
1435,HHC,Howard Hughes Corporation (The),127.97,Consumer Services
1436,HPQ,HP Inc.,19.16,Technology
1437,HSBC,HSBC Holdings plc,37.99,Finance
1439,HMI,Huami Corporation,11.52,Technology
1440,HNP,"Huaneng Power International, Inc.",22.87,Public Utilities
1441,HUBB,Hubbell Inc,123.69,Capital Goods
1442,HUBS,"HubSpot, Inc.",164.49,Technology
1443,HBM,Hudbay Minerals Inc.,3.82,Basic Industries
1444,HUD,Hudson Ltd.,11.76,Consumer Services
1445,HPP,"Hudson Pacific Properties, Inc.",33.53,Finance
1446,HUM,Humana Inc.,286.68,Health Care
1447,HCFT,"Hunt Companies Finance Trust, Inc.",3.27,Consumer Services
1448,HII,"Huntington Ingalls Industries, Inc.",201.76,Capital Goods
1449,HUN,Huntsman Corporation,18.55,Basic Industries
1450,HUYA,HUYA Inc.,20.35,Technology
1451,H,Hyatt Hotels Corporation,74.01,Consumer Services
1452,HY,"Hyster-Yale Materials Handling, Inc.",55.11,Capital Goods
1453,IAA,"IAA, Inc.",46.73,Consumer Durables
1454,IAG,Iamgold Corporation,3.93,Basic Industries
1455,IBN,ICICI Bank Limited,11.21,Finance
1456,IDA,"IDACORP, Inc.",102.18,Public Utilities
1457,IEX,IDEX Corporation,155.93,Capital Goods
1458,IDT,IDT Corporation,9.17,Public Utilities
1459,INFO,IHS Markit Ltd.,62.24,Technology
1460,ITW,Illinois Tool Works Inc.,146.68,Technology
1461,IMAX,Imax Corporation,20.81,Miscellaneous
1462,ICD,"Independence Contract Drilling, Inc.",1.18,Energy
1463,IHC,Independence Holding Company,36.1,Finance
1464,IRT,"Independence Realty Trust, Inc.",12.6,Consumer Services
1466,IBA,"Industrias Bachoco, S.A. de C.V.",50.41,Consumer Non-Durables
1467,INFY,Infosys Limited,10.9,Technology
1468,ING,"ING Group, N.V.",10.05,Finance
1469,ISG,"ING Group, N.V.",25.98,Finance
1470,IR,Ingersoll-Rand plc (Ireland),118.0,Capital Goods
1471,NGVT,Ingevity Corporation,85.11,Basic Industries
1472,INGR,Ingredion Incorporated,76.64,Consumer Non-Durables
1473,IIPR,"Innovative Industrial Properties, Inc.",98.97,Finance
1475,IPHI,Inphi Corporation,61.78,Technology
1477,NSP,"Insperity, Inc.",97.76,Technology
1478,INSP,"Inspire Medical Systems, Inc.",63.41,Health Care
1479,IBP,"Installed Building Products, Inc.",50.79,Basic Industries
1480,INST,"Instructure, Inc.",39.46,Technology
1481,ITGR,Integer Holdings Corporation,79.68,Miscellaneous
1482,I,Intelsat S.A.,20.79,Consumer Services
1483,ICE,Intercontinental Exchange Inc.,88.42,Finance
1484,IHG,Intercontinental Hotels Group,64.7,Consumer Services
1485,IFS,Intercorp Financial Services Inc.,38.83,Finance
1486,IBM,International Business Machines Corporation,140.76,Technology
1487,IFF,"International Flavors & Fragrances, Inc.",141.47,Basic Industries
1488,IFFT,"International Flavors & Fragrances, Inc.",52.9077,Basic Industries
1489,IGT,International Game Technology,13.7,Consumer Services
1490,IP,International Paper Company,40.2,Basic Industries
1491,INSW,"International Seaways, Inc.",15.34,Consumer Services
1493,IPG,"Interpublic Group of Companies, Inc. (The)",21.16,Technology
1494,INXN,InterXion Holding N.V.,74.7,Technology
1495,IPI,"Intrepid Potash, Inc",3.55,Basic Industries
1496,IVC,Invacare Corporation,4.17,Health Care
1503,IVR,INVESCO MORTGAGE CAPITAL INC,16.02,Consumer Services
1511,IVZ,Invesco Plc,17.17,Finance
1517,IRET,Investors Real Estate Trust,62.54,Consumer Services
1519,NVTA,Invitae Corporation,24.28,Health Care
1520,INVH,Invitation Homes Inc.,27.12,Finance
1521,IO,Ion Geophysical Corporation,8.98,Energy
1522,IQV,"IQVIA Holdings, Inc.",151.8,Health Care
1523,IRM,Iron Mountain Incorporated,31.09,Consumer Services
1524,IRS,IRSA Inversiones Y Representaciones S.A.,10.15,Consumer Services
1525,ICL,Israel Chemicals Shs,5.33,Basic Industries
1526,STAR          ,iStar Inc.,13.38,Consumer Services
1530,ITCB,Ita? CorpBanca,11.5,Finance
1531,ITUB,Itau Unibanco Banco Holding SA,8.73,Finance
1532,ITT,ITT Inc.,56.9,Capital Goods
1534,JPM,J P Morgan Chase & Co,109.57,Finance
1535,JPM^A,J P Morgan Chase & Co,25.58,Finance
1540,JPM^H,J P Morgan Chase & Co,26.34,Finance
1541,JAX,"J. Alexander&#39;s Holdings, Inc.",10.25,Consumer Services
1542,JILL,"J. Jill, Inc.",1.98,Consumer Non-Durables
1543,JCP,"J.C. Penney Company, Inc. Holding Company",0.6822,Consumer Services
1544,SJM,J.M. Smucker Company (The),110.37,Consumer Non-Durables
1545,JBL,Jabil Inc.,27.89,Technology
1546,JEC,Jacobs Engineering Group Inc.,81.0,Basic Industries
1547,JAG,Jagged Peak Energy Inc.,6.47,Energy
1548,JHX,James Hardie Industries plc.,13.01,Capital Goods
1549,JHG,Janus Henderson Group plc,19.28,Finance
1551,JBGS,JBG SMITH Properties,37.7,Consumer Services
1552,JEF,Jefferies Financial Group Inc.,19.27,Finance
1553,JELD,"JELD-WEN Holding, Inc.",20.21,Basic Industries
1554,JCAP,"Jernigan Capital, Inc.",19.78,Consumer Services
1556,JT,Jianpu Technology Inc.,3.46,Technology
1557,JKS,JinkoSolar Holding Company Limited,18.61,Technology
1558,JMP,JMP Group LLC,3.68,Finance
1559,JMPB,JMP Group LLC,25.4991,Finance
1560,JMPD,JMP Group LLC,25.997,Finance
1561,JBT,John Bean Technologies Corporation,101.53,Technology
1574,JNJ,Johnson & Johnson,130.16,Health Care
1575,JCI,Johnson Controls International plc,41.4,Consumer Services
1576,JLL,Jones Lang LaSalle Incorporated,135.18,Finance
1577,JMEI,Jumei International Holding Limited,2.05,Consumer Services
1578,JMIA,Jumia Technologies AG,14.57,Consumer Services
1579,JNPR,"Juniper Networks, Inc.",25.16,Technology
1580,JP,Jupai Holdings Limited,1.84,Consumer Services
1581,JE,"Just Energy Group, Inc.",3.36,Public Utilities
1583,LRN,K12 Inc,29.26,Consumer Services
1584,KAI,Kadant Inc,83.09,Technology
1585,KDMN,"Kadmon Holdings, Inc.",2.28,Health Care
1586,KAMN,Kaman Corporation,56.48,Consumer Durables
1587,KSU,Kansas City Southern,115.79,Transportation
1588,KSU^,Kansas City Southern,27.025,Transportation
1589,KAR,"KAR Auction Services, Inc",25.77,Consumer Durables
1593,KB,KB Financial Group Inc,32.94,Finance
1594,KBH,KB Home,25.27,Capital Goods
1595,KBR,"KBR, Inc.",23.85,Basic Industries
1596,FRAC,"Keane Group, Inc.",5.64,Energy
1597,K,Kellogg Company,61.75,Consumer Non-Durables
1598,KEM,Kemet Corporation,19.74,Capital Goods
1599,KMPR,Kemper Corporation,76.81,Finance
1600,KMT,Kennametal Inc.,31.45,Capital Goods
1601,KW,Kennedy-Wilson Holdings Inc.,21.26,Finance
1602,KEN,Kenon Holdings Ltd.,20.88,Public Utilities
1603,KDP,Keurig Dr Pepper Inc.,27.95,Consumer Non-Durables
1604,KEG,"Key Energy Services, Inc.",2.22,Energy
1605,KEY,KeyCorp,16.45,Finance
1609,KEYS,Keysight Technologies Inc.,83.54,Capital Goods
1610,KRC,Kilroy Realty Corporation,77.02,Consumer Services
1611,KRP,Kimbell Royalty Partners,14.01,Energy
1612,KMB,Kimberly-Clark Corporation,133.63,Consumer Durables
1613,KIM,Kimco Realty Corporation,18.75,Consumer Services
1619,KMI,"Kinder Morgan, Inc.",19.84,Public Utilities
1620,KFS,"Kingsway Financial Services, Inc.",2.8,Finance
1621,KGC,Kinross Gold Corporation,4.78,Basic Industries
1622,KEX,Kirby Corporation,72.24,Consumer Services
1623,KL,Kirkland Lake Gold Ltd.,46.46,Basic Industries
1624,KRG,Kite Realty Group Trust,14.97,Consumer Services
1625,KKR,KKR & Co. Inc.,24.39,Finance
1629,KREF,KKR Real Estate Finance Trust Inc.,19.31,Consumer Services
1630,KNX,"Knight Transportation, Inc.",33.82,Transportation
1631,KNL,"Knoll, Inc.",22.7,Consumer Durables
1632,KNOP,KNOT Offshore Partners LP,18.84,Consumer Services
1633,KN,Knowles Corporation,19.04,Consumer Non-Durables
1634,KSS,Kohl&#39;s Corporation,49.45,Consumer Services
1635,PHG,Koninklijke Philips N.V.,45.49,Energy
1636,KTB,"Kontoor Brands, Inc.",28.47,Consumer Non-Durables
1637,KOP,Koppers Holdings Inc.,24.86,Basic Industries
1638,KEP,Korea Electric Power Corporation,10.97,Public Utilities
1640,KFY,Korn Ferry ,37.27,Technology
1641,KOS,Kosmos Energy Ltd.,5.73,Energy
1642,KRA,Kraton Corporation,26.91,Basic Industries
1643,KR,Kroger Company (The),21.92,Consumer Services
1644,KRO,Kronos Worldwide Inc,11.87,Basic Industries
1645,KT,KT Corporation,11.48,Public Utilities
1646,LB,"L Brands, Inc.",23.77,Consumer Services
1647,SCX,L.S. Starrett Company (The),5.76,Capital Goods
1648,LHX,"L3Harris Technologies, Inc.",201.39,Capital Goods
1649,LH,Laboratory Corporation of America Holdings,159.77,Health Care
1650,LADR,Ladder Capital Corp,16.43,Consumer Services
1651,LAIX,LAIX Inc.,9.7,Consumer Services
1652,LW,"Lamb Weston Holdings, Inc.",65.36,Consumer Non-Durables
1653,LCI,Lannett Co Inc,6.41,Health Care
1654,LPI,"Laredo Petroleum, Inc.",2.81,Energy
1655,LVS,Las Vegas Sands Corp.,54.53,Consumer Services
1656,LTM,LATAM Airlines Group S.A.,8.71,Transportation
1658,LAZ,Lazard Ltd.,34.13,Finance
1660,LZB,La-Z-Boy Incorporated,31.05,Consumer Durables
1661,LCII,LCI Industries ,84.71,Capital Goods
1662,LEAF,Leaf Group Ltd.,5.68,Technology
1663,LEA,Lear Corporation,119.38,Capital Goods
1664,LEE,"Lee Enterprises, Incorporated",2.02,Consumer Services
1665,LGC,Legacy Acquisition Corp.,10.14,Finance
1668,LM,"Legg Mason, Inc.",36.95,Finance
1669,LMHA,"Legg Mason, Inc.",26.71,Finance
1670,LMHB,"Legg Mason, Inc.",25.38,Finance
1671,LEG,"Leggett & Platt, Incorporated",37.62,Consumer Durables
1672,JBK,Lehman ABS Corporation,28.9105,Finance
1673,KTH,Lehman ABS Corporation,32.7473,Finance
1674,KTN,Lehman ABS Corporation,32.9415,Finance
1675,KTP,Lehman ABS Corporation,6.9,Finance
1676,LDOS,"Leidos Holdings, Inc.",78.98,Technology
1677,LEJU,Leju Holdings Limited,1.11,Finance
1678,LC,LendingClub Corporation,13.55,Miscellaneous
1679,LEN,Lennar Corporation,47.53,Basic Industries
1681,LII,"Lennox International, Inc.",250.25,Capital Goods
1682,LHC,Leo Holdings Corp.,10.2,Consumer Services
1685,LEVI,Levi Strauss & Co,18.64,Consumer Non-Durables
1688,LPL,"LG Display Co., Ltd.",5.23,Capital Goods
1691,LBRT,Liberty Oilfield Services Inc.,12.41,Energy
1692,LPT,Liberty Property Trust,50.24,Consumer Services
1693,LSI,"Life Storage, Inc.",99.8,Consumer Services
1694,LITB,"LightInTheBox Holding Co., Ltd.",1.43,Consumer Services
1695,LNC,Lincoln National Corporation,56.46,Finance
1696,LIN,Linde plc,190.63,Basic Industries
1697,LNN,Lindsay Corporation,86.38,Capital Goods
1698,LN,LINE Corporation,31.67,Technology
1699,LINX,Linx S.A.,7.76,Technology
1702,LAD,"Lithia Motors, Inc.",127.82,Consumer Durables
1703,LAC,Lithium Americas Corp.,3.61,Basic Industries
1704,LYV,"Live Nation Entertainment, Inc.",68.5,Consumer Services
1705,LTHM,Livent Corporation,5.77,Basic Industries
1706,RAMP,"LiveRamp Holdings, Inc.",49.22,Technology
1707,LYG,Lloyds Banking Group Plc,2.41,Finance
1709,LMT,Lockheed Martin Corporation,358.43,Capital Goods
1710,L,Loews Corporation,50.72,Finance
1711,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.29,Capital Goods
1712,LPX,Louisiana-Pacific Corporation,24.82,Basic Industries
1713,LOW,"Lowe&#39;s Companies, Inc.",97.04,Consumer Services
1714,LXU,Lsb Industries Inc.,5.12,Basic Industries
1715,LKSD,"LSC Communications, Inc.",0.98,Miscellaneous
1716,LTC,"LTC Properties, Inc.",45.24,Consumer Services
1717,LUB,"Luby&#39;s, Inc.",1.14,Consumer Services
1718,LL,"Lumber Liquidators Holdings, Inc",8.42,Consumer Services
1719,LXFR,Luxfer Holdings PLC,17.49,Basic Industries
1720,LDL,"Lydall, Inc.",21.03,Capital Goods
1721,WLH,Lyon William Homes,16.95,Capital Goods
1722,LYB,LyondellBasell Industries NV,76.31,Basic Industries
1723,MTB,M&T Bank Corporation,153.96,Finance
1726,MDC,"M.D.C. Holdings, Inc.",35.55,Capital Goods
1727,MHO,"M/I Homes, Inc.",34.85,Capital Goods
1728,MAC,Macerich Company (The),31.25,Consumer Services
1729,CLI,Mack-Cali Realty Corporation,22.51,Consumer Services
1732,MIC,Macquarie Infrastructure Corporation ,38.99,Energy
1733,BMA,Macro Bank Inc.,63.25,Finance
1734,M,Macy&#39;s Inc,20.63,Consumer Services
1736,MMP,Magellan Midstream Partners L.P.,66.0,Energy
1737,MGA,"Magna International, Inc.",47.16,Capital Goods
1738,MX,MagnaChip Semiconductor Corporation,10.62,Technology
1739,MGY,Magnolia Oil & Gas Corporation,9.97,Energy
1743,MHLA,"Maiden Holdings, Ltd.",16.26,Finance
1744,MHNC,"Maiden Holdings, Ltd.",22.0,Finance
1747,MNK,Mallinckrodt plc,6.48,Health Care
1748,MANU,Manchester United Ltd.,17.51,Consumer Services
1749,MTW,"Manitowoc Company, Inc. (The)",15.86,Capital Goods
1750,MN,"Manning & Napier, Inc.",1.76,Finance
1751,MAN,ManpowerGroup,86.08,Technology
1752,MFC,Manulife Financial Corp,16.53,Finance
1753,MRO,Marathon Oil Corporation,12.5,Energy
1754,MPC,Marathon Petroleum Corporation,50.67,Energy
1755,MMI,"Marcus & Millichap, Inc.",31.03,Finance
1756,MCS,Marcus Corporation (The),34.24,Consumer Services
1757,MPX,Marine Products Corporation,14.82,Capital Goods
1758,HZO,"MarineMax, Inc.",14.94,Consumer Services
1759,MKL,Markel Corporation,1091.25,Finance
1760,VAC,Marriott Vacations Worldwide Corporation,84.5,Finance
1761,MMC,"Marsh & McLennan Companies, Inc.",95.73,Finance
1762,MLM,"Martin Marietta Materials, Inc.",245.98,Basic Industries
1763,MAS,Masco Corporation,38.7,Basic Industries
1764,DOOR,Masonite International Corporation,50.76,Basic Industries
1765,MTZ,"MasTec, Inc.",57.97,Basic Industries
1766,MA,Mastercard Incorporated,256.84,Miscellaneous
1767,MTDR,Matador Resources Company,15.02,Energy
1768,MTRN,Materion Corporation,58.37,Capital Goods
1769,MATX,"Matson, Inc.",36.74,Consumer Services
1770,MLP,"Maui Land & Pineapple Company, Inc.",10.13,Finance
1771,MAXR,Maxar Technologies Inc.,6.9,Technology
1772,MMS,"Maximus, Inc.",69.04,Miscellaneous
1773,MXL,"MaxLinear, Inc",20.18,Technology
1774,MEC,"Mayville Engineering Company, Inc.",12.95,Capital Goods
1775,MBI,"MBIA, Inc.",9.08,Finance
1776,MKC,"McCormick & Company, Incorporated",154.74,Consumer Non-Durables
1778,MDR,"McDermott International, Inc.",5.0,Capital Goods
1779,MCD,McDonald&#39;s Corporation,210.45,Consumer Services
1780,MUX,McEwen Mining Inc.,1.94,Basic Industries
1781,MCK,McKesson Corporation,144.66,Health Care
1782,MDU,"MDU Resources Group, Inc.",26.3,Basic Industries
1783,MTL,Mechel PAO,2.0,Basic Industries
1785,MDLA,"Medallia, Inc.",38.32,Technology
1786,MPW,"Medical Properties Trust, Inc.",17.33,Consumer Services
1787,MED,MEDIFAST INC,98.07,Consumer Non-Durables
1791,MDLQ,Medley LLC,18.65,Finance
1792,MDLX,Medley LLC,18.3,Finance
1793,MDLY,Medley Management Inc.,3.34,Finance
1794,MD,"Mednax, Inc",21.23,Health Care
1795,MDT,Medtronic plc,99.51,Health Care
1796,MFAC,Megalith Financial Acquisition Corp.,10.09,Finance
1799,MRK,"Merck & Company, Inc.",83.12,Health Care
1800,MCY,Mercury General Corporation,54.23,Finance
1801,MDP,Meredith Corporation,52.44,Consumer Services
1802,MTH,Meritage Corporation,62.2,Capital Goods
1803,MTOR,"Meritor, Inc.",20.07,Capital Goods
1805,PIY,"Merrill Lynch Depositor, Inc.",13.7,Finance
1806,MTR,Mesa Royalty Trust,6.96,Energy
1807,MSB,Mesabi Trust,25.71,Basic Industries
1808,MEI,"Methode Electronics, Inc.",27.29,Capital Goods
1809,MET,"MetLife, Inc.",45.57,Finance
1812,MCB,Metropolitan Bank Holding Corp.,38.8,Finance
1813,MTD,"Mettler-Toledo International, Inc.",692.72,Capital Goods
1816,MFA,"MFA Financial, Inc.",6.94,Consumer Services
1818,MFO,"MFA Financial, Inc.",25.9,Consumer Services
1825,MTG,MGIC Investment Corporation,12.29,Finance
1826,MGP,MGM Growth Properties LLC,28.68,Consumer Services
1827,MGM,MGM Resorts International,27.94,Consumer Services
1828,MFGP,Micro Focus Intl PLC,19.77,Technology
1829,MAA,"Mid-America Apartment Communities, Inc.",117.53,Consumer Services
1831,MSL,MidSouth Bancorp,10.96,Finance
1832,MPO,"MIDSTATES PETROLEUM COMPANY, INC.",4.36,Energy
1833,MCRN,Milacron Holdings Corp.,16.27,Technology
1834,MLR,"Miller Industries, Inc.",29.94,Capital Goods
1836,MTX,Minerals Technologies Inc.,50.16,Basic Industries
1837,MG,Mistras Group Inc,14.35,Consumer Services
1838,MUFG,Mitsubishi UFJ Financial Group Inc,4.75,Finance
1839,MIXT,MiX Telematics Limited,14.14,Technology
1840,MFG,"Mizuho Financial Group, Inc.",2.91,Finance
1841,MBT,Mobile TeleSystems OJSC,7.8,Public Utilities
1842,MODN,"Model N, Inc.",21.71,Technology
1843,MOD,Modine Manufacturing Company,10.97,Capital Goods
1844,MC,Moelis & Company,33.26,Finance
1845,MOGU,MOGU Inc.,2.28,Miscellaneous
1846,MHK,"Mohawk Industries, Inc.",118.24,Consumer Durables
1847,MOH,Molina Healthcare Inc,123.95,Health Care
1848,TAP,Molson Coors Brewing  Company,50.59,Consumer Non-Durables
1850,MNR,Monmouth Real Estate Investment Corporation,13.03,Consumer Services
1852,MR,Montage Resources Corporation,2.76,Energy
1853,MCO,Moody&#39;s Corporation,202.69,Finance
1856,MS,Morgan Stanley,40.49,Finance
1867,MOSC,Mosaic Acquisition Corp.,10.24,Finance
1870,MOS,Mosaic Company (The),23.6,Basic Industries
1871,MSI,"Motorola Solutions, Inc.",168.73,Technology
1872,MOV,Movado Group Inc.,24.34,Consumer Non-Durables
1873,MPLX,MPLX LP,27.62,Energy
1874,MRC,MRC Global Inc.,13.97,Capital Goods
1875,HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,5.91,Finance
1876,MSA,MSA Safety Incorporporated,100.01,Health Care
1877,MSM,"MSC Industrial Direct Company, Inc.",66.39,Capital Goods
1878,MSCI,MSCI Inc,209.24,Miscellaneous
1879,MSGN,MSG Networks Inc.,18.48,Consumer Services
1880,MLI,"Mueller Industries, Inc.",26.82,Capital Goods
1881,MWA,Mueller Water Products Inc,9.7,Capital Goods
1884,MUR,Murphy Oil Corporation,22.58,Energy
1885,MUSA,Murphy USA Inc.,86.03,Consumer Durables
1886,MVO,MV Oil Trust,7.18,Energy
1889,MYE,"Myers Industries, Inc.",15.64,Consumer Non-Durables
1890,MYOV,Myovant Sciences Ltd.,6.81,Health Care
1891,NBR,Nabors Industries Ltd.,2.55,Energy
1893,NC,"NACCO Industries, Inc.",49.33,Consumer Durables
1894,NTP,Nam Tai Property Inc.,9.99,Finance
1899,NBHC,National Bank Holdings Corporation,33.69,Finance
1900,NFG,National Fuel Gas Company,47.72,Public Utilities
1901,NGG,"National Grid Transco, PLC",50.66,Public Utilities
1902,NHI,"National Health Investors, Inc.",79.18,Consumer Services
1903,NOV,"National Oilwell Varco, Inc.",21.74,Energy
1904,NPK,"National Presto Industries, Inc.",90.28,Capital Goods
1905,NNN,National Retail Properties,52.9,Consumer Services
1908,NRUC,National Rural Utilities Cooperative Finance Corporation,27.05,Finance
1909,SID,National Steel Company,3.71,Capital Goods
1910,NSA,National Storage Affiliates Trust,30.07,Consumer Services
1912,NGS,"Natural Gas Services Group, Inc.",14.42,Energy
1913,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",11.76,Consumer Services
1914,NRP,Natural Resource Partners LP,27.87,Energy
1915,NTZ,"Natuzzi, S.p.A.",1.63,Consumer Durables
1916,NLS,"Nautilus Group, Inc. (The)",1.41,Consumer Non-Durables
1917,NCI,"Navigant Consulting, Inc.",27.94,Consumer Services
1918,NVGS,Navigator Holdings Ltd.,9.87,Transportation
1919,NNA,Navios Maritime Acquisition Corporation,6.0,Transportation
1920,NM,Navios Maritime Holdings Inc.,4.34,Transportation
1923,NMM,Navios Maritime Partners LP,15.3,Transportation
1924,NAV,Navistar International Corporation,27.4,Capital Goods
1925,NAV^D,Navistar International Corporation,24.25,Capital Goods
1926,NCR,NCR Corporation,30.95,Miscellaneous
1927,NP,"Neenah, Inc.",61.08,Basic Industries
1928,NNI,"Nelnet, Inc.",61.41,Finance
1929,NPTN,NeoPhotonics Corporation,4.32,Technology
1932,NVRO,Nevro Corp.,61.81,Health Care
1934,NFC,New Frontier Corporation,10.22,Finance
1938,NWHM,New Home Company Inc. (The),3.91,Capital Goods
1940,NEWM,New Media Investment Group Inc.,9.89,Consumer Services
1943,EDU,"New Oriental Education & Technology Group, Inc.",99.03,Consumer Services
1944,NEWR,"New Relic, Inc.",83.24,Technology
1945,NRZ,New Residential Investment Corp.,14.92,Consumer Services
1947,SNR,New Senior Investment Group Inc.,6.6,Consumer Services
1948,NYCB,"New York Community Bancorp, Inc.",11.44,Finance
1951,NYT,New York Times Company (The),35.27,Consumer Services
1952,NJR,NewJersey Resources Corporation,47.75,Public Utilities
1953,NEU,NewMarket Corporation,444.97,Basic Industries
1954,NEM,Newmont Goldcorp Corporation,37.42,Basic Industries
1955,NR,"Newpark Resources, Inc.",7.05,Energy
1956,NEXA,Nexa Resources S.A.,7.29,Basic Industries
1957,NXRT,"NexPoint Residential Trust, Inc.",43.3,Consumer Services
1959,NEP,"NextEra Energy Partners, LP",47.71,Public Utilities
1960,NEE,"NextEra Energy, Inc.",208.05,Public Utilities
1966,NGL,NGL ENERGY PARTNERS LP,14.42,Energy
1969,NMK^B,"Niagara Mohawk Holdings, Inc.",94.425,Public Utilities
1970,NMK^C,"Niagara Mohawk Holdings, Inc.",102.0,Public Utilities
1971,NLSN,Nielsen N.V.,21.88,Miscellaneous
1972,NKE,"Nike, Inc.",78.97,Consumer Non-Durables
1973,NINE,"Nine Energy Service, Inc.",11.09,Energy
1974,NIO,NIO Inc.,2.95,Capital Goods
1975,NI,"NiSource, Inc",28.11,Public Utilities
1976,NI^B,"NiSource, Inc",27.17,Public Utilities
1977,NL,"NL Industries, Inc.",4.1,Basic Industries
1978,NOAH,Noah Holdings Ltd.,29.89,Finance
1979,NE,Noble Corporation,1.79,Energy
1980,NBL,Noble Energy Inc.,21.55,Energy
1981,NBLX,Noble Midstream Partners LP,27.5,Energy
1982,NOK,Nokia Corporation,5.29,Technology
1983,NOMD,Nomad Foods Limited,21.66,Consumer Non-Durables
1984,NMR,Nomura Holdings Inc ADR,3.48,Finance
1985,OSB,Norbord Inc.,21.0,Basic Industries
1986,NAT,Nordic American Tankers Limited,1.89,Consumer Services
1987,JWN,"Nordstrom, Inc.",30.2,Consumer Services
1988,NSC,Norfolk Souther Corporation,179.93,Transportation
1989,NOA,North American Construction Group Ltd.,11.89,Energy
1990,NRT,North European Oil Royality Trust,7.38,Energy
1991,NOC,Northrop Grumman Corporation,342.81,Capital Goods
1992,NRE,NorthStar Realty Europe Corp.,17.01,Consumer Services
1993,NWN,Northwest Natural Holding Company,70.33,Public Utilities
1994,NWE,NorthWestern Corporation,68.21,Public Utilities
1995,NCLH,Norwegian Cruise Line Holdings Ltd.,46.05,Consumer Services
1996,NVS,Novartis AG,90.72,Health Care
1997,NVO,Novo Nordisk A/S,47.9,Health Care
1998,DNOW,NOW Inc.,11.86,Energy
1999,NRG,"NRG Energy, Inc.",33.72,Public Utilities
2000,NUS,"Nu Skin Enterprises, Inc.",38.18,Health Care
2001,NUE,Nucor Corporation,50.75,Basic Industries
2002,NS,Nustar Energy L.P.,27.33,Energy
2007,NTR,Nutrien Ltd.,52.1,Basic Industries
2081,NVT,nVent Electric plc,20.79,Technology
2082,NVR,"NVR, Inc.",3340.14,Capital Goods
2091,OAK,"Oaktree Capital Group, LLC",49.9,Finance
2095,OMP,Oasis Midstream Partners LP,20.15,Energy
2096,OAS,Oasis Petroleum Inc.,3.93,Energy
2097,OBE,Obsidian Energy Ltd.,1.04,Energy
2098,OXY,Occidental Petroleum Corporation,49.42,Energy
2099,OII,"Oceaneering International, Inc.",13.5,Energy
2100,OZM,Och-Ziff Capital Management Group LLC,24.5,Finance
2101,OCN,Ocwen Financial Corporation,1.65,Finance
2102,OFG,OFG Bancorp,20.86,Finance
2103,OFG^A,OFG Bancorp,25.7032,Finance
2106,OGE,OGE Energy Corp,41.96,Public Utilities
2108,OIS,"Oil States International, Inc.",13.46,Energy
2109,ODC,Oil-Dri Corporation Of America,32.17,Consumer Durables
2110,ORI,Old Republic International Corporation,21.83,Finance
2111,OLN,Olin Corporation,18.16,Basic Industries
2112,OHI,"Omega Healthcare Investors, Inc.",35.88,Consumer Services
2113,OMC,Omnicom Group Inc.,76.79,Technology
2114,OMN,OMNOVA Solutions Inc.,9.99,Basic Industries
2115,ONDK,"On Deck Capital, Inc.",3.52,Finance
2116,OGS,"ONE Gas, Inc.",88.18,Public Utilities
2117,OLP,"One Liberty Properties, Inc.",28.03,Consumer Services
2118,OMF,"OneMain Holdings, Inc.",39.81,Finance
2119,OKE,"ONEOK, Inc.",67.67,Public Utilities
2120,ONE,OneSmart International Education Group Limited,8.01,Consumer Services
2121,OOMA,"Ooma, Inc.",11.78,Technology
